PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,LATITUDE,LONGITUDE
Single Family Residential,6490 Walnut Point Way Unit CH418,Liberty Twp,OH,45011,549900,3,2.5,Liberty Twp.,2362,23056,,77,233,85,Active,July-27-2019 12:00 AM,July-27-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Twp/6490-Walnut-Point-Way-45011/unit-CH418/home/144900020,39.424297,-84.448334
Single Family Residential,4435 Watoga Dr,Liberty Twp,OH,45011,524086,4,3,Liberty Twp.,,,,78,,54,Active,,,http://www.redfin.com/OH/Liberty-Township/4435-Watoga-Dr-45011/home/165756489,39.417016,-84.428902
Single Family Residential,5333 Woodview Way,Liberty Twp,OH,45011,449900,4,3.5,Liberty Twp.,3240,21305,2015,79,139,50,Active,,,http://www.redfin.com/OH/Liberty-Township/5333-Woodview-Way-45011/home/110064399,39.4211492,-84.4388311
Single Family Residential,14 Elliott Ave,St Clair Twp,OH,45011,94900,4,2,St. Clair Twp.,1344,5519,1900,80,71,,Active,,,http://www.redfin.com/OH/Hamilton/14-Elliott-Ave-45011/home/100682893,39.4367187,-84.5394945
Single Family Residential,132 Elliott Ave,New Miami,OH,45011,77900,2,1,St. Clair Twp.,1602,,1900,86,49,,Active,,,http://www.redfin.com/OH/Hamilton/132-Elliott-Ave-45011/home/63722618,39.4367376,-84.5361834
Single Family Residential,1811 Grand Blvd,Hamilton,OH,45011,72000,3,1.5,Hamilton East,1264,,1924,86,57,,Active,,,http://www.redfin.com/OH/Hamilton/1811-Grand-Blvd-45011/home/100693003,39.3814658,-84.5443127
Multi-Family (2-4 Unit),5164 Augspurger Rd,St Clair Twp,OH,45011,112000,2,,St. Clair Twp.,2336,26354,1942,87,48,,Active,,,http://www.redfin.com/OH/Hamilton/5164-Augspurger-Rd-45011/home/75572085,39.4343818,-84.4835601
Single Family Residential,4880 Imperial Dr,Liberty Twp,OH,45011,280000,4,3.5,Liberty Twp.,2405,,2000,88,116,14,Active,,,http://www.redfin.com/OH/Liberty-Township/4880-Imperial-Dr-45011/home/78769105,39.3895333,-84.4560922
Vacant Land,4541 Trenton Oxford Rd,Wayne Twp,OH,45011,40000,,,Wayne Twp,,113256,,91,,,Active,,,http://www.redfin.com/OH/Hamilton/4541-Trenton-Oxford-Rd-45011/home/63727407,39.480962,-84.504126
Single Family Residential,4518 Mogul Ln,Liberty Twp,OH,45011,295000,4,3,Liberty Twp.,1801,17999,1991,91,164,,Active,,,http://www.redfin.com/OH/Liberty-Township/4518-Mogul-Ln-45011/home/100677371,39.3996612,-84.4670399
Single Family Residential,6009 Winding Creek Blvd,Liberty Twp,OH,45011,899000,5,4,Liberty Twp.,4617,32931,2014,91,195,85,Active,,,http://www.redfin.com/OH/Liberty-Township/6009-Winding-Creek-Blvd-45011/home/113306827,39.4025847,-84.4373286
Single Family Residential,6154 Trotters Way,Liberty Twp,OH,45011,929000,4,3.5,Liberty Twp.,,12415,,92,,250,Active,,,http://www.redfin.com/OH/Liberty-Township/6154-Trotters-Way-45011/home/71384025,39.3960134,-84.4467502
Single Family Residential,6468 Holly Ln,Fairfield Twp,OH,45011,324900,4,3.5,Fairfield Twp.,3100,11761,2017,92,105,25,Active,,,http://www.redfin.com/OH/Hamilton/6468-Holly-Ln-45011/home/113067796,39.3974727,-84.5091662
Single Family Residential,6796 Stillington Dr,Liberty Twp,OH,45011,479900,4,3.5,Liberty Twp.,3302,75794,2015,98,145,21,Active,,,http://www.redfin.com/OH/Liberty-Township/6796-Stillington-Dr-45011/home/113303341,39.3827866,-84.4204876
Single Family Residential,5485 Foxglove Dr,Fairfield Twp,OH,45011,377900,3,2.5,Fairfield Twp.,2275,11238,,99,166,27,Active,,,http://www.redfin.com/OH/Fairfield/5485-Foxglove-Dr-45011/home/162057597,39.4176351,-84.4875097
Single Family Residential,5535 Foxglove Dr,Fairfield Twp,OH,45011,375800,3,2.5,Fairfield Twp.,2122,12632,,99,177,27,Active,,,http://www.redfin.com/OH/Fairfield/5535-Foxglove-Dr-45011/home/162057588,39.4164082,-84.4876949
Townhouse,2820 Wexford Way,Fairfield Twp,OH,45011,189000,3,2.5,Fairfield Twp.,2155,,2007,100,88,110,Active,,,http://www.redfin.com/OH/Hamilton/2820-Wexford-Way-45011/home/100666960,39.3911028,-84.531127
Single Family Residential,1811 Tolbert Rd,Wayne Twp,OH,45011,699900,5,5,Wayne Twp,5926,435600,1994,100,118,,Active,,,http://www.redfin.com/OH/Hamilton/1811-Tolbert-Rd-45011/home/78860945,39.518251,-84.589591
Single Family Residential,38 Alta Ct Unit AT38B,Liberty Twp,OH,45011,432800,3,3.5,Liberty Twp.,3071,9749,,101,141,50,Active,July-27-2019 12:00 AM,July-27-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Twp/38-Alta-CT-45011/unit-AT38B/home/162320090,39.423611,-84.44902
Single Family Residential,359 Hanover St,Hamilton,OH,45011,114900,3,2.5,Hamilton East,1600,,2009,101,72,,Active,,,http://www.redfin.com/OH/Hamilton/359-Hanover-St-45011/home/78838544,39.3900743,-84.5608929
Single Family Residential,5196 Providence Ridge Dr,Liberty Twp,OH,45011,390000,4,3.5,Liberty Twp.,4944,37462,1997,102,79,14,Active,,,http://www.redfin.com/OH/Liberty-Township/5196-Providence-Ridge-Dr-45011/home/100677970,39.3770452,-84.4469265
Multi-Family (2-4 Unit),4171 Trenton Rd,St Clair Twp,OH,45055,125000,4,2.5,St. Clair Twp.,,,1900,105,,,Active,,,http://www.redfin.com/OH/St-Clair-Twp/4171-Trenton-RD-45055/home/161622289,39.450115,-84.515205
Single Family Residential,6524 Stonelake Way,Fairfield Twp,OH,45011,290000,4,2.5,Fairfield Twp.,2877,17860,2001,105,101,24,Active,,,http://www.redfin.com/OH/Hamilton/6524-Stonelake-Way-45011/home/100700940,39.392598,-84.5024318
Vacant Land,3724 Roy Rogers Dr,Wayne Twp,OH,45011,67000,,,Wayne Twp,,139261,,106,,,Active,,,http://www.redfin.com/OH/Hamilton/3724-Roy-Rogers-Dr-45011/home/63727038,39.485848,-84.5291699
Single Family Residential,6188 Carriage Oak Way,Liberty Twp,OH,45011,1295000,4,3.5,Liberty Twp.,5714,40859,2015,106,227,85,Active,,,http://www.redfin.com/OH/Liberty-Township/6188-Carriage-Oak-Way-45011/home/102072156,39.3969068,-84.4385227
Single Family Residential,5441 Whispering Brook Ct,Liberty Twp,OH,45011,660000,5,4,Liberty Twp.,4087,23522,2013,107,161,79,Active,July-28-2019 12:00 AM,July-28-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Township/5441-Whispering-Brook-Ct-45011/home/78915179,39.400598,-84.437985
Single Family Residential,30 Alta Ct Unit AT30B,Liberty Twp,OH,45011,396700,4,2.5,Liberty Twp.,3019,15756,,114,131,50,Active,July-27-2019 12:00 AM,July-27-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Twp/30-Alta-CT-45011/unit-AT30B/home/161037409,39.423592,-84.448814
Vacant Land,0 Walnut Creek Dr,Liberty Twp,OH,45011,639000,,,Liberty Twp.,,584575,,114,,,Active,,,http://www.redfin.com/OH/Liberty-Twp/0-Walnut-Creek-DR-45011/home/163825203,39.37939,-84.452649
Single Family Residential,201 Howman Ave,New Miami,OH,45011,69900,2,1,St. Clair Twp.,1075,,1947,114,65,,Active,,,http://www.redfin.com/OH/Hamilton/201-Howman-Ave-45011/home/75583643,39.4293195,-84.5388806
Multi-Family (5+ Unit),741 Dayton St,Hamilton,OH,45011,150000,3,,Hamilton East,6161,11369,1900,115,24,,Active,,,http://www.redfin.com/OH/Hamilton/741-Dayton-St-45011/home/100691906,39.399322,-84.552397
Single Family Residential,4583 Longwood Ct,Liberty Twp,OH,45011,495000,4,3.5,Liberty Twp.,5207,59242,1994,116,95,17,Active,,,http://www.redfin.com/OH/Liberty-Township/4583-Longwood-Ct-45011/home/75570613,39.3758628,-84.4661994
Single Family Residential,4565 Osprey Pointe Dr,Liberty Twp,OH,45011,383800,4,3,Liberty Twp.,3023,18382,,118,127,33,Active,July-28-2019 12:00 AM,July-28-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Township/4565-Osprey-Pointe-Dr-45011/home/160911925,39.4145943,-84.464374
Single Family Residential,5131 Winners Circle Dr #466,Liberty Twp,OH,45011,511000,3,2,Liberty Twp.,2491,10054,,121,205,260,Active,,,http://www.redfin.com/OH/Liberty-Twp/5131-Winners-Circle-DR-45011/unit-466/home/160766018,39.39468,-84.446273
Townhouse,9568 Conservancy Pl,West Chester,OH,45011,235900,3,3,West West Chester,2379,,2017,123,99,100,Active,,,http://www.redfin.com/OH/West-Chester-Township/9568-Conservancy-Pl-45011/home/113068889,39.3172423,-84.4564708
Single Family Residential,4455 Longwood Ct,Liberty Twp,OH,45011,539753,5,4.5,Liberty Twp.,4166,47916,1998,126,130,16,Active,,,http://www.redfin.com/OH/Liberty-Township/4455-Longwood-Ct-45011/home/100676928,39.3760802,-84.4708051
Single Family Residential,1141 S Eleventh St,Hamilton,OH,45011,85000,0,2,Hamilton East,1691,,1900,127,50,,Active,,,http://www.redfin.com/OH/Hamilton/1141-S-11th-St-45011/home/78977934,39.3827267,-84.5529207
Single Family Residential,2520 Grand Blvd,Hamilton,OH,45011,35000,1,1,Hamilton East,520,,1929,127,67,,Active,,,http://www.redfin.com/OH/Hamilton/2520-Grand-Blvd-45011/home/100693093,39.3816587,-84.5372289
Single Family Residential,2514 Grand Blvd,Hamilton,OH,45011,80000,2,1,Hamilton East,1572,,1929,127,51,,Active,,,http://www.redfin.com/OH/Hamilton/2514-Grand-Blvd-45011/home/100693092,39.381532,-84.5373259
Single Family Residential,991 Shuler Ave,Hamilton,OH,45011,37000,1,1,Hamilton East,456,,1976,127,81,,Active,,,http://www.redfin.com/OH/Hamilton/991-Shuler-Ave-45011/home/75564663,39.387487,-84.5444349
Vacant Land,934 East Ave,Hamilton,OH,45011,30000,,,Hamilton East,,4352,,129,,,Active,,,http://www.redfin.com/OH/Hamilton/934-East-Ave-45011/home/75575733,39.38582,-84.553214
Single Family Residential,1932 John St,St Clair Twp,OH,45011,44900,3,1,St. Clair Twp.,1176,17424,1944,134,38,,Active,,,http://www.redfin.com/OH/Hamilton/1932-John-St-45011/home/75571984,39.4400073,-84.5276073
Single Family Residential,37 Alta Ct Unit AT37B,Liberty Twp,OH,45011,416900,4,3,Liberty Twp.,3153,10999,,135,132,50,Active,July-27-2019 12:00 AM,July-27-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Twp/37-Alta-CT-45011/unit-AT37B/home/160676578,39.423595,-84.448792
Single Family Residential,6400 Stagecoach Way,Liberty Twp,OH,45011,625000,3,2.5,Liberty Twp.,2642,16614,2017,142,237,85,Active,,,http://www.redfin.com/OH/Liberty-Township/6400-Stagecoach-Way-45011/home/113202267,39.3925696,-84.443109
Single Family Residential,410 Walnut Point Way Unit CH410,Liberty Twp,OH,45011,598800,4,3.5,Liberty Twp.,2905,18404,,142,206,85,Active,,,http://www.redfin.com/OH/Liberty-Township/410-Walnut-Point-Way-45011/unit-CH410/home/160603766,39.39045,-84.444641
Multi-Family (2-4 Unit),101 Main St,Seven Mile,OH,45062,109900,8,5,Wayne Twp,,,1900,143,,,Active,,,http://www.redfin.com/OH/Wayne-Twp/101-Main-ST-45062/home/160600364,39.478733,-84.552002
Single Family Residential,4410 Watoga Dr Unit SR-6,Liberty Twp,OH,45011,489900,3,3.5,Liberty Twp.,2978,17206,,148,165,54,Active,July-26-2019 12:00 AM,July-26-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Township/4410-Watoga-Dr-45011/unit-SR-6/home/160565451,39.4146194,-84.4291551
Single Family Residential,4350 Watoga Dr Unit SR-1,Liberty Twp,OH,45011,469900,4,3,Liberty Twp.,3595,15769,,148,131,54,Active,July-26-2019 12:00 AM,July-26-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Township/4350-Watoga-Dr-45011/unit-SR-1/home/160564637,39.4146194,-84.4291551
Single Family Residential,6019 Winding Creek Blvd,Liberty Twp,OH,45011,1190000,5,4,Liberty Twp.,5127,25422,2012,151,232,92,Active,,,http://www.redfin.com/OH/Liberty-Township/6019-Winding-Creek-Blvd-45011/home/75579537,39.4021818,-84.4372621
Single Family Residential,6287 Breeders Cup Dr #459,Liberty Twp,OH,45011,463000,3,2,Liberty Twp.,2150,8638,,156,215,260,Active,,,http://www.redfin.com/OH/Liberty-Twp/6287-Breeders-Cup-Dr-45011/unit-459/home/160500831,39.39468,-84.446273
Multi-Family (2-4 Unit),337 Village St,Hamilton,OH,45011,74500,4,2,Hamilton East,,,1879,158,,,Active,,,http://www.redfin.com/OH/Hamilton/337-Village-St-45011/home/100691374,39.4033327,-84.5571248
Single Family Residential,143 Howman Ave,New Miami,OH,45011,45000,2,1,St. Clair Twp.,896,,1921,160,50,,Active,,,http://www.redfin.com/OH/Hamilton/143-Howman-Ave-45011/home/78897795,39.4303396,-84.5383507
Single Family Residential,5725 Bassett Trl #30,Liberty Twp,OH,45011,541000,3,3.5,Liberty Twp.,2444,15111,,171,221,29,Active,,,http://www.redfin.com/OH/Liberty-Township/5725-Bassett-Trl-45011/unit-30/home/163824350,39.4047973,-84.4275959
Single Family Residential,5273 Stallion Ct Unit CH332,Liberty Twp,OH,45011,578300,3,2.5,Liberty Twp.,2562,19166,,179,226,85,Active,July-27-2019 12:00 AM,July-27-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Township/5273-Stallion-Ct-45011/unit-CH332/home/163582586,39.3909157,-84.442446
Single Family Residential,111 Watoga Dr,Liberty Twp,OH,45011,514900,3,2,Liberty Twp.,,,,189,,29,Active,,,http://www.redfin.com/OH/Liberty-Township/111-Watoga-Dr-45011/home/148733439,39.412255,-84.42827
Single Family Residential,129 Watoga Dr,Liberty Twp,OH,45011,585000,4,3.5,Liberty Twp.,,,,189,,29,Active,,,http://www.redfin.com/OH/Liberty-Township/129-Watoga-Dr-45011/home/148733164,39.412255,-84.42827
Vacant Land,0 S Front St,Hamilton,OH,45011,28000,,,Hamilton East,,34500,,222,,,Active,,,http://www.redfin.com/OH/Hamilton/S-Front-St-45011/home/75585802,39.392485,-84.566941
Single Family Residential,145 Pershing Ave,Hamilton,OH,45011,45000,3,1,Hamilton East,,,1909,238,,,Active,,,http://www.redfin.com/OH/Hamilton/145-Pershing-Ave-45011/home/100691271,39.3937066,-84.5651907
Single Family Residential,4712 Osprey Pointe Dr,Liberty Twp,OH,45011,379800,3,2.5,Liberty Twp.,2122,16801,,268,179,33,Active,July-28-2019 12:00 AM,July-28-2019 11:59 PM,http://www.redfin.com/OH/Liberty-Township/4712-Osprey-Pointe-Dr-45011/home/147936301,39.4142199,-84.4596986
Single Family Residential,4775 Osprey Pointe Dr,Liberty Twp,OH,45011,374410,3,2,Liberty Twp.,,16901,,269,,33,Active,,,http://www.redfin.com/OH/Liberty-Township/4775-Osprey-Pointe-Dr-45011/home/110065268,39.4135785,-84.4575316
Townhouse,9549 Highline Pl,West Chester,OH,45011,242000,3,2.5,West West Chester,,,,269,,100,Active,,,http://www.redfin.com/OH/West-Chester/9549-Highline-Pl-45011/home/147931035,39.38587,-84.44777
Multi-Family (2-4 Unit),928 Dayton St,Hamilton,OH,45011,69000,2,,Hamilton East,1792,,1901,280,39,,Active,,,http://www.redfin.com/OH/Hamilton/928-Dayton-St-45011/home/78971996,39.3990775,-84.5496768
Single Family Residential,6393 Tara Brooke Ct,Fairfield Twp,OH,45011,252000,4,3.5,Fairfield Twp.,2516,15202,1994,299,100,,Active,,,http://www.redfin.com/OH/Hamilton/6393-Tara-Brooke-Ct-45011/home/78838222,39.3960933,-84.4926791
Townhouse,9539 Highline Pl,West Chester,OH,45011,226900,3,3.5,West West Chester,,,,308,,,Active,July-27-2019 12:00 AM,July-27-2019 11:59 PM,http://www.redfin.com/OH/West-Chester/9539-Highline-Pl-45011/home/147159888,39.318117,-84.456915
Single Family Residential,6755 Ashe Knl,Liberty Twp,OH,45011,375000,3,2,Liberty Twp.,,,,312,,17,Active,,,http://www.redfin.com/OH/Hamilton/6755-Ashe-Knl-45011/home/63713793,39.382631,-84.42174
Single Family Residential,4395 Watoga Dr,Liberty Twp,OH,45011,524900,4,3.5,Liberty Twp.,,17424,,332,,54,Active,July-27-2019 12:00 AM,July-27-2019 11:59 PM,http://www.redfin.com/OH/Unknown/4395-Watoga-Dr-45011/home/146886615,39.416634,-84.432337
Single Family Residential,5522 Woodmansee Way,Liberty Twp,OH,45011,397000,4,3,Liberty Twp.,5487,,2004,347,72,,Active,,,http://www.redfin.com/OH/Liberty-Township/5522-Woodmansee-Way-45011/home/100663051,39.4154568,-84.4419432
Single Family Residential,5330 Mariners Way,Liberty Twp,OH,45011,379900,3,2.5,Liberty Twp.,,15594,,366,,33,Active,,,http://www.redfin.com/OH/Liberty-Township/5330-Mariners-Way-45011/home/146420002,39.4163557,-84.4633982
Single Family Residential,5436 Mystic Way,Liberty Twp,OH,45011,349900,3,2,Liberty Twp.,,16988,,368,,33,Active,,,http://www.redfin.com/OH/Liberty-Twp/5436-Mystic-Way-45011/home/146405017,39.416356,-84.463398
Single Family Residential,5954 Tilbury Trl,Liberty Twp,OH,45011,409900,4,2.5,Liberty Twp.,,54585,,393,,38,Active,,,http://www.redfin.com/OH/Liberty-Township/5954-Tilbury-Trl-45011/home/145934626,39.4036444,-84.4438342
Single Family Residential,5925 Tilbury Trl,Liberty Twp,OH,45011,418800,4,2.5,Liberty Twp.,,21728,,393,,38,Active,,,http://www.redfin.com/OH/Liberty-Township/5925-Tilbury-Trl-45011/home/145619645,39.4047379,-84.4442314
Single Family Residential,5710 Bassett Trl #33,Liberty Twp,OH,45011,406500,4,3.5,Liberty Twp.,2911,16187,,464,140,29,Active,,,http://www.redfin.com/OH/Liberty-Township/5710-Bassett-Trl-45011/unit-33/home/163823387,39.4053386,-84.4281682
Vacant Land,2853 Cedar Grove Ct,St Clair Twp,OH,45011,15000,,,St. Clair Twp.,,24394,,499,,,Active,,,http://www.redfin.com/OH/Hamilton/2853-Cedar-Grove-Ct-45011/home/66083426,39.461358,-84.5457009
Single Family Residential,4202 Logsdons Woods Dr Unit LW-87,Liberty Twp,OH,45011,542735,4,3.5,Liberty Twp.,3065,,,499,177,59,Active,,,http://www.redfin.com/OH/Liberty-Township/4202-Logsdons-Woods-Dr-45011/unit-LW-87/home/163823349,39.378086,-84.477902
Multi-Family (2-4 Unit),224 Augspurger Ave,New Miami,OH,45011,100000,2,2,St. Clair Twp.,4830,,1881,548,21,,Active,,,http://www.redfin.com/OH/Hamilton/224-Augspurger-Ave-45011/home/144764626,39.432818,-84.536576
Vacant Land,3849 John Wayne Dr,Wayne Twp,OH,45011,54900,,,Wayne Twp,,97792,,574,,,Active,,,http://www.redfin.com/OH/Hamilton/3849-John-Wayne-Dr-45011/home/78991574,39.482905,-84.524612
Vacant Land,4913 Rialto Rd,West Chester,OH,45069,175000,,,West West Chester,,87120,,874,,,Active,,,http://www.redfin.com/OH/West-Chester-Township/4913-Rialto-Rd-45069/home/100682945,39.323374,-84.4605909
Single Family Residential,8323 Foxglove Dr,Fairfield Twp,OH,45011,333200,3,2,Fairfield Twp.,,11238,,1185,,29,Active,,,http://www.redfin.com/OH/Hamilton/8323-Foxglove-Dr-45011/home/105425223,39.418113,-84.4871589
Vacant Land,6944 Creekside Way #7976,Fairfield Twp,OH,45011,32000,,,Fairfield Twp.,,6970,,1303,,,Active,,,http://www.redfin.com/OH/Hamilton/6944-Creekside-Way-45011/unit-7976/home/102391802,39.398258,-84.517707
Multi-Family (2-4 Unit),41 N Seventh St,Hamilton,OH,45011,70000,4,4,Hamilton East,1960,6534,1900,1416,36,,Active,,,http://www.redfin.com/OH/Hamilton/41-N-7th-St-45011/home/97856046,39.3986031,-84.5542895
Single Family Residential,5409 Rentschler Estates Dr,Fairfield Twp,OH,45011,348200,4,2.5,Fairfield Twp.,,11761,,1772,,29,Active,,,http://www.redfin.com/OH/Hamilton/5409-Rentschler-Estates-Dr-45011/home/78935289,39.419418,-84.4886609
Single Family Residential,65 Sugar Berry Knl,Liberty Twp,OH,45011,333825,3,2,Liberty Twp.,,31668,,1892,,17,Active,,,http://www.redfin.com/OH/Unknown/65-Sugarberry-Knl-45011/home/63715855,39.381153,-84.422534
Vacant Land,3797 Roy Rogers Dr,Wayne Twp,OH,45011,63800,,,Wayne Twp,,109858,,2026,,,Active,,,http://www.redfin.com/OH/Hamilton/3797-Roy-Rogers-Dr-45011/home/63727047,39.486389,-84.523028
Vacant Land,3664 Jimmy Stewart Dr,Wayne Twp,OH,45011,52900,,,Wayne Twp,,91607,,2026,,,Active,,,http://www.redfin.com/OH/Hamilton/3664-Jimmy-Stewart-Dr-45011/home/63727029,39.481859,-84.523461
Vacant Land,3847 Roy Rogers Dr,Wayne Twp,OH,45011,61100,,,Wayne Twp,,99360,,2026,,,Active,,,http://www.redfin.com/OH/Hamilton/3847-Roy-Rogers-Dr-45011/home/63727030,39.4848659,-84.5246839
Vacant Land,3757 Roy Rogers Dr,Wayne Twp,OH,45011,63000,,,Wayne Twp,,102410,,2026,,,Active,,,http://www.redfin.com/OH/Hamilton/3757-Roy-Rogers-Dr-45011/home/63727033,39.484793,-84.527966
Vacant Land,3879 John Wayne Dr,Wayne Twp,OH,45011,63500,,,Wayne Twp,,101756,,2026,,,Active,,,http://www.redfin.com/OH/Hamilton/3879-John-Wayne-Dr-45011/home/63727028,39.4829269,-84.523317
Vacant Land,3667 Jimmy Stewart Dr #2,Wayne Twp,OH,45011,53300,,,Wayne Twp,,92217,,2026,,,Active,,,http://www.redfin.com/OH/Hamilton/3667-Jimmy-Stewart-Dr-45011/unit-2/home/163825106,39.481843,-84.5244
Vacant Land,3909 John Wayne Dr,Wayne Twp,OH,45011,60700,,,Wayne Twp,,103019,,2026,,,Active,,,http://www.redfin.com/OH/Hamilton/3909-John-Wayne-Dr-45011/home/63727027,39.482944,-84.522229
Single Family Residential,6109 Creekside Way,Hamilton,OH,45011,419900,4,5,Fairfield,4906,17424,2000,84,86,,Active,,,http://www.redfin.com/OH/Hamilton/6109-Creekside-Way-45011/home/63723434,39.4034825,-84.5059759
Single Family Residential,6612 Springmeadow Dr,Hamilton,OH,45011,259000,4,3,Fairfield,2219,17859,1996,87,117,,Active,,,http://www.redfin.com/OH/Hamilton/6612-Springmeadow-Dr-45011/home/75568146,39.3893731,-84.4841749
Single Family Residential,5114 Princeton Glendale Rd,Liberty Township,OH,45011,599000,4,3,City View Heights,3800,145490,1987,210,158,,Active,,,http://www.redfin.com/OH/Liberty-Township/5114-Princeton-Glendale-Rd-45011/home/71383820,39.425879,-84.449352
Single Family Residential,5710 Bassett Trl,Liberty Township,OH,45011,406500,4,3.5,Turnbridge,2911,,2019,13,140,,Active,,,http://www.redfin.com/OH/Liberty-Township/5710-Bassett-Trl-45011/home/145346840,39.4053386,-84.4281682
Single Family Residential,5120 Sleigh Ct,Liberty Township,OH,45011,560916,3,3,Carriage Hill,2188,,2019,62,256,,Active,,,http://www.redfin.com/OH/Liberty-Township/5120-Sleigh-Ct-45011/home/160601223,39.39468,-84.446273
Single Family Residential,Thorton,Liberty Township,OH,45011,400995,2,2,Turnbridge,2457,,,,163,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Thorton/home/109456649,39.403037,-84.423773
Single Family Residential,Serenity,Liberty Township,OH,45011,404995,2,2.5,Turnbridge,2335,,,,173,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Serenity/home/109306788,39.403037,-84.423773
Single Family Residential,Ryder,Liberty Township,OH,45011,388995,4,2.5,Turnbridge,2767,,,,141,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Ryder/home/113684818,39.4030366,-84.4237729
Single Family Residential,Nicholas,Liberty Township,OH,45011,401995,4,2.5,Turnbridge,3317,,,,121,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Nicholas/home/109306786,39.403037,-84.423773
Single Family Residential,Morrison,Liberty Township,OH,45011,376995,4,2.5,Turnbridge,2894,,,,130,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Morrison/home/113608990,39.4030366,-84.4237729
Single Family Residential,Monroe,Liberty Township,OH,45011,453995,4,2.5,Turnbridge,3845,,,,118,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Monroe/home/113684816,39.4030366,-84.4237729
Single Family Residential,Keating,Liberty Township,OH,45011,443995,4,2.5,Turnbridge,3535,,,,126,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Keating/home/109306790,39.403037,-84.423773
Single Family Residential,Cheswicke,Liberty Township,OH,45011,373995,3,2,Turnbridge,2188,,,,171,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Cheswicke/home/113516338,39.4030366,-84.4237729
Single Family Residential,Dillon,Liberty Township,OH,45011,384995,4,3.5,Turnbridge,2913,,,,132,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Dillon/home/113684814,39.4030366,-84.4237729
Single Family Residential,Fairview,Liberty Township,OH,45011,403995,4,2.5,Turnbridge,3322,,,,122,,Active,,,http://www.redfin.com/OH/Unknown/Turnbridge/Fairview/home/113684817,39.4030366,-84.4237729
Single Family Residential,Normandy,Liberty Township,OH,45011,399990,4,3.5,Vista Verde,3765,,,,106,,Active,,,http://www.redfin.com/OH/Unknown/Vista-Verde/Normandy/home/145504576,39.4042409,-84.4545201
Single Family Residential,Roanoke,Liberty Township,OH,45011,364990,3,2.5,Vista Verde,2756,,,,132,,Active,,,http://www.redfin.com/OH/Liberty-Township/Vista-Verde/Roanoke/home/167082981,39.4042409,-84.4545201
